Name, Total Sales , Adult-Use Sales , Medical Sales ,Address,City,State,Zip,Month,Year,
NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  SUNLAND PARK RETAIL,1155 McNutt Road,Sunland Park,NM,88063,"$4,291.00","$25,677.19","$29,968.19",March ,2026,Ultra Health
NUVES LLC - RANCH ROAD RETAIL,101 Maguey Suite 4,Sunland Park,NM,88063,$59.00,"$22,455.46","$22,514.46",March ,2026,Greens
OBI WAN CANNABIS LLC,2167 McNutt Rd suite A,Sunland Park,NM,88063,"$1,590.38","$18,179.17","$19,769.55",March ,2026,Obi Wan Cannabis
OLD GODS CANNABIS INC/ RETAIL APPALOOSA UNIT7,1541 Appaloosa Unit 7,Sunland Park,NM,88063,"$4,020.00","$125,708.88","$129,728.88",March ,2026,Old Gods
PECOS VALLEY PRODUCTION INC - APPALOOSA DR RETAIL,1925 Appaloosa Dr,Sunland Park,NM,88063,"$2,094.46","$34,825.67","$36,920.13",March ,2026,Score 420
PROHIBITION 37 - MCNUTT RD RETAIL,871 McNutt Rd,Sunland Park,NM,88063,"$14,341.67","$105,957.34","$120,299.01",March ,2026,Prohibition 37
PURLIFE - 900 COUNTRY CLUB RD RETAIL,900 Country Club Rd,Sunland Park,NM,88008,"$3,379.00","$43,311.50","$46,690.50",March ,2026,Purlife
"R GREENLEAF ORGANICS INC/ RETAIL APPALOOSA UNIT 1,2","1541 Appaloosas Unit 1, 2, Crossing Offices",Sunland Park,NM,88063,"$4,465.63","$69,652.27","$74,117.90",March ,2026,R. Greenleaf
"RMC NM, INC - ANTHONY RETAIL",816 Anthony Dr,Anthony,NM,88021,"$13,326.81","$62,259.95","$75,586.76",March ,2026,Rocky Mountain Cannabis
"ROUND HOUSE RESERVE, LLC - MCNUTT DR RETAIL",1165 McNutt Dr Unit C5,Sunland Park,NM,88063,$964.78,"$13,523.01","$14,487.79",March ,2026,Round House Reserve
R R HEMPIRE LLC - ANGELINA BLVD RETAIL,101 Angelina Blvd,Chaparral,NM,88081,$26.76,"$2,369.04","$2,395.80",March ,2026,Richy Rich
SCORE 420 - MCNUTT RETAIL,2355 McNutt Road,Sunland Park,NM,88063,"$2,464.15","$35,111.88","$37,576.03",March ,2026,Score 420 - McNutt
STATELINE CANNABIS NM LLC - ARCH ANGEL WAY RETAILER/CONSUMPTION,100 Arch Angel Way,Chaparral,NM,88081,"$3,232.62","$211,554.50","$214,787.12",March ,2026,High Valley Cannabis
STATELINE CANNABIS NM LLC- STEPHANIE RETAIL,101 Stephanie,Chaparral,NM,88081,"$1,120.53","$23,439.66","$24,560.19",March ,2026,Stateline Cannabis
ST CANAPA LLC - MCNUTT RD RETAIL,5305 McNutt Rd,Santa Teresa,NM,88008,$89.63,"$3,586.79","$3,676.42",March ,2026,St Canapa
SUNLAND MCNUTT GROUP LLC- MCNUTT RD RETAIL,1051 McNutt Rd,Sunland Park,NM,88063,"$39,462.84","$1,164,850.06","$1,204,312.91",March ,2026,Mango Cannabis
SUNSHINE ESSENTIALS/ RETAIL MCNUTT,267 Anapra Rd,Sunland Park,NM,88063,$954.01,"$3,913.40","$4,867.42",March ,2026,Sunshine Essentials
TOKE IT UP DISPENSARY AND LOUNGE LLC- FUTURITY DRIVE RETAIL,1999 Futurity Drive,Sunland Park,NM,88063,$598.65,"$17,268.75","$17,867.40",March ,2026,Toke It Up
TOP OF THE 8TH LLC - ANTHONY DRIVE RETAIL,401 Anthony Dr Ste B,Anthony,NM,88021,"$11,922.32","$65,039.17","$76,961.49",March ,2026,Top of the Eighth
URBAN WELLNESS - APPALOOSA DR RETAILER,1500 Appaloosa Dr Bldg A Ste 140,Sunland Park,NM,88063,"$5,157.24","$96,220.57","$101,377.81",March ,2026,Urban Wellness
VIREO HEALTH OF LC - APPALOOSA - RETAILER,"1580 Appaloosa Dr., Suite 320",Sunland Park,NM,88063,$685.20,"$10,900.75","$11,585.95",March ,2026,Everest
VIREO OF SANTA FE - APPALOOSA - RETAIL,"1541 Appaloosa Dr., Unit 2",Sunland Park,NM,88063,$797.66,"$14,656.98","$15,454.64",March ,2026,R. Greenleaf
,,,,,"$323,239.89","$6,743,406.34","$7,066,646.25",March ,2026,
