Licensee,Total Sales,Adult-Use Sales,Medical Sales,Address,City,State,Zip,Month,Year,Standardized DBA
PURLIFE - 900 COUNTRY CLUB RD RETAIL,"$76,012.00","$68,580.00","$7,432.00",900 Country Club Rd,Sunland Park,NM,88008,February,2026,PurLife
"R GREENLEAF ORGANICS INC/ RETAIL APPALOOSA UNIT 1,2","$90,309.77","$84,659.24","$5,650.53","1541 Appaloosas Unit 1, 2, Crossing Offices",Sunland Park,NM,88063,February,2026,R Greenleaf
RH AND MC LLC - MILLER ST RETAIL,"$16,324.88","$14,020.98","$2,303.90",103 Miller St,Anthony,NM,88021,February,2026,Milla Cero
"RMC NM, INC - ANTHONY RETAIL","$69,282.02","$56,095.38","$13,186.64",816 Anthony Dr,Anthony,NM,88021,February,2026,Rocky Mountain Cannabis
"ROUND HOUSE RESERVE, LLC - MCNUTT DR RETAIL","$14,580.17","$13,644.14",$936.03,1165 McNutt Dr Unit C5,Sunland Park,NM,88063,February,2026,Round House Reserve
R R HEMPIRE LLC - ANGELINA BLVD RETAIL,"$2,930.12","$2,921.76",$8.36,101 Angelina Blvd,Chaparral,NM,88081,February,2026,Richy Rich
SCORE 420 - MCNUTT RETAIL,"$47,072.61","$43,737.37","$3,335.24",2355 McNutt Road,Sunland Park,NM,88063,February,2026,Score 420
STATELINE CANNABIS NM LLC - ARCH ANGEL WAY RETAILER/CONSUMPTION,"$194,300.09","$190,953.51","$3,346.58",100 Arch Angel Way,Chaparral,NM,88081,February,2026,High Valley Cannabis
STATELINE CANNABIS NM LLC- STEPHANIE RETAIL,"$14,669.88","$14,025.70",$644.18,101 Stephanie,Chaparral,NM,88081,February,2026,Stateline Cannabis
ST CANAPA LLC - MCNUTT RD RETAIL,"$12,006.92","$11,874.09",$132.83,5305 McNutt Rd,Santa Teresa,NM,88008,February,2026,St Canapa
SUNLAND MCNUTT GROUP LLC- MCNUTT RD RETAIL,"$1,107,677.98","$1,065,005.25","$42,672.73",1051 McNutt Rd,Sunland Park,NM,88063,February,2026,Mango Cannabis
SUNSHINE ESSENTIALS/ RETAIL MCNUTT,"$4,449.01","$3,790.93",$658.08,267 Anapra Rd,Sunland Park,NM,88063,February,2026,Sunshine Essentials
TOKE IT UP DISPENSARY AND LOUNGE LLC- FUTURITY DRIVE RETAIL,"$16,773.59","$15,771.81","$1,001.78",1999 Futurity Drive,Sunland Park,NM,88063,February,2026,Toke It Up
TOP OF THE 8TH LLC - ANTHONY DRIVE RETAIL,"$76,443.80","$63,716.14","$12,727.66",401 Anthony Dr Ste B,Anthony,NM,88021,February,2026,Top of the Eighth
URBAN WELLNESS - APPALOOSA DR RETAILER,"$92,541.06","$87,190.63","$5,350.43",1500 Appaloosa Dr Bldg A Ste 140,Sunland Park,NM,88063,February,2026,Urban Wellness
575 CANNABIS LLC- RETAIL 305 S COUNTY LINE,"$3,489.12","$2,545.08",$944.04,305 S County Line Dr,Chaparral,NM,88081,March,2026,Uforia
APOGEE THERAPEUTICS LLC - RETAIL,"$33,276.92","$31,972.60","$1,304.32",1769 Victory Ln,Sunland Park,NM,88063,March,2026,Apogee
AREA 54 DISPENSARY LLC- ANGELINA BLVD RETAIL,"$27,398.11","$22,911.93","$4,486.18",764 Angelina blvd,Chaparral,NM,88081,March,2026,Area 54
ASTRO BUDS LLC - APPALOOSA DRIVE CONSUMPTION / RETAIL,"$277,727.78","$265,598.08","$12,129.70",1650 Appaloosa Drive,Sunland Park,NM,88063,March,2026,Astro Buds Dispensary & Lounge
ASTRO BUDS LLC - MCCOMBS RD RETAIL,"$132,269.20","$124,035.96","$8,233.24",308 McCombs Rd Spc 2,Chaparral,NM,88081,March,2026,Astro Buds Dispensary
BESOS LLC/ RETAIL FUTURITY DR,"$41,075.97","$39,470.47","$1,605.50",1805 Futurity Dr,Sunland Park,NM,88603,March,2026,Besos
BLUE WHALE SUNLAND - APPALOOSA ST RETAIL,"$731,587.56","$679,920.68","$51,666.88",1500 Appaloosa St Suite B,Sunland Park,NM,88063,March,2026,Cookies
"CHADCOR HOLDINGS NM, LLC","$943,089.68","$910,454.09","$32,635.59",1615 Appaloosa Dr,Sunland Park,NM,88063,March,2026,Dark Matter
CHADCOR HOLDINGS NM- RETAIL,"$292,510.85","$280,033.28","$12,477.57",1621 Appaloosa Dr,Sunland Park,NM,88063,March,2026,Cardiel
DIABLO BUDS GROW 1 LLC - APPALOOSA STE 6,"$8,848.69","$8,842.69",$6.00,1925 Appaloosa Ste 6,Sunland Park,NM,88063,March,2026,Black Sheep
DISPENSARY NEAR ME SUNLAND PARK LLC- MCNUTT RETAIL/CONSUMPTION,"$67,660.19","$64,607.86","$3,052.33",1290 McNutt Rd,Sunland Park,NM,88063,March,2026,Dispensary Near Me
EVEREST APOTHECARY,"$60,396.65","$56,226.02","$4,170.63",1580 Appaloosa Dr Ste 320,Sunland Park,NM,88063,March,2026,Everest
FIELDS OF DREAMS - SUNLAND PARK RETAIL,"$1,150,122.19","$1,137,337.65","$12,784.54",159 Sunland Park Dr,Sunland Park,NM,88063,March,2026,Field of Dreams
FRESHIES LLC/ RETAIL MCNUTT RD,"$46,172.34","$43,550.04","$2,622.30",5325 McNutt Rd,Santa Teresa,NM,88008,March,2026,Public Affair
GANJIKA GARDENS LLC/ RETAIL RILEY WAY,"$18,723.38","$17,207.22","$1,516.16",1245 Riley Way,Chaparral,NM,88081,March,2026,Ganjika Gardens
GARDEN OF DREAMS CANNABIS LLC,"$34,220.27","$31,054.37","$3,165.90",5300 Mcnutt Rd,Santa Teresa,NM,88008,March,2026,Garden of Dreams
"GREEN THERAPY DISPENSARY, LLC","$509,742.00","$483,364.00","$26,378.00","460 County Line Drive, Space F",Chaparral,NM,88081,March,2026,Green Therapy
GROTH INDUSTRIES LLC - SCHNEBERGER DR RETIAL,"$30,446.47","$27,865.75","$2,580.72",140 Schneberger Dr,Chaparral,NM,88081,March,2026,Groth
HI LIFE DISPENSARY LLC - MCNUTT RD - RETAIL,"$73,563.13","$61,553.20","$12,009.93",5620 McNutt Rd,Santa Teresa,NM,88008,March,2026,Hi Life
HOUSE OF FLOWERS ON THE BORDER LLC - RETAIL,"$99,288.21","$92,292.53","$6,995.68",1042 State Line,Chapparal,NM,88081,March,2026,House of Flowers
J AND J LOAN COMPANY- MCNUTT RETAIL,"$47,797.49","$47,474.49",$323.00,1144 McNutt,Sunland Park,NM,88063,March,2026,Empire Garden
"KUSHOLOGY 101 LLC - OHARA RD, RETAIL","$11,989.73","$11,717.56",$272.17,1600 E OHara Rd,Anthony,NM,88021,March,2026,Kushology 101
MCMC - MILLER - RETAILER,"$26,668.34","$23,476.61","$3,191.73",103 Miller Street,Anthony,NM,88021,March,2026,Milla Cero
MEDD LLC - PALOMA BLANCA RETAIL,"$26,345.00","$25,986.40",$358.60,170 McCombs,Chaparral,NM,88081,March,2026,Pure Medd
"NEBRO, LLC","$75,869.33","$74,321.33","$1,548.00",1999 Futurity Drive Unit A,Sunland Park,NM,88063,March,2026,Elevation 3789
NEWBERRY FARMS LLC - MCNUTT RD. RETAIL,"$10,846.56","$9,114.56","$1,732.00",1845 McNutt Rd,Sunland Park,NM,88063,March,2026,Sun City Grow Stand
NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  SUNLAND PARK RETAIL,"$29,968.19","$25,677.19","$4,291.00",1155 McNutt Road,Sunland Park,NM,88063,March,2026,Ultra Health
NUVES LLC - RANCH ROAD RETAIL,"$22,514.46","$22,455.46",$59.00,101 Maguey Suite 4,Sunland Park,NM,88063,March,2026,Greens
OBI WAN CANNABIS LLC,"$19,769.55","$18,179.17","$1,590.38",2167 McNutt Rd suite A,Sunland Park,NM,88063,March,2026,Obi Wan Cannabis
OLD GODS CANNABIS INC/ RETAIL APPALOOSA UNIT7,"$129,728.88","$125,708.88","$4,020.00",1541 Appaloosa Unit 7,Sunland Park,NM,88063,March,2026,Old Gods
PECOS VALLEY PRODUCTION INC - APPALOOSA DR RETAIL,"$36,920.13","$34,825.67","$2,094.46",1925 Appaloosa Dr,Sunland Park,NM,88063,March,2026,Pecos Valley Production
PROHIBITION 37 - MCNUTT RD RETAIL,"$120,299.01","$105,957.34","$14,341.67",871 McNutt Rd,Sunland Park,NM,88063,March,2026,Prohibition 37
PURLIFE - 900 COUNTRY CLUB RD RETAIL,"$46,690.50","$43,311.50","$3,379.00",900 Country Club Rd,Sunland Park,NM,88008,March,2026,PurLife
"R GREENLEAF ORGANICS INC/ RETAIL APPALOOSA UNIT 1,2","$74,117.90","$69,652.27","$4,465.63","1541 Appaloosas Unit 1, 2, Crossing Offices",Sunland Park,NM,88063,March,2026,R Greenleaf
"RMC NM, INC - ANTHONY RETAIL","$75,586.76","$62,259.95","$13,326.81",816 Anthony Dr,Anthony,NM,88021,March,2026,Rocky Mountain Cannabis
"ROUND HOUSE RESERVE, LLC - MCNUTT DR RETAIL","$14,487.79","$13,523.01",$964.78,1165 McNutt Dr Unit C5,Sunland Park,NM,88063,March,2026,Round House Reserve
R R HEMPIRE LLC - ANGELINA BLVD RETAIL,"$2,395.80","$2,369.04",$26.76,101 Angelina Blvd,Chaparral,NM,88081,March,2026,Richy Rich
SCORE 420 - MCNUTT RETAIL,"$37,576.03","$35,111.88","$2,464.15",2355 McNutt Road,Sunland Park,NM,88063,March,2026,Score 420
STATELINE CANNABIS NM LLC - ARCH ANGEL WAY RETAILER/CONSUMPTION,"$214,787.12","$211,554.50","$3,232.62",100 Arch Angel Way,Chaparral,NM,88081,March,2026,High Valley Cannabis
STATELINE CANNABIS NM LLC- STEPHANIE RETAIL,"$24,560.19","$23,439.66","$1,120.53",101 Stephanie,Chaparral,NM,88081,March,2026,Stateline Cannabis
ST CANAPA LLC - MCNUTT RD RETAIL,"$3,676.42","$3,586.79",$89.63,5305 McNutt Rd,Santa Teresa,NM,88008,March,2026,St Canapa
SUNLAND MCNUTT GROUP LLC- MCNUTT RD RETAIL,"$1,204,312.91","$1,164,850.06","$39,462.84",1051 McNutt Rd,Sunland Park,NM,88063,March,2026,Mango Cannabis
SUNSHINE ESSENTIALS/ RETAIL MCNUTT,"$4,867.42","$3,913.40",$954.01,267 Anapra Rd,Sunland Park,NM,88063,March,2026,Sunshine Essentials
TOKE IT UP DISPENSARY AND LOUNGE LLC- FUTURITY DRIVE RETAIL,"$17,867.40","$17,268.75",$598.65,1999 Futurity Drive,Sunland Park,NM,88063,March,2026,Toke It Up
TOP OF THE 8TH LLC - ANTHONY DRIVE RETAIL,"$76,961.49","$65,039.17","$11,922.32",401 Anthony Dr Ste B,Anthony,NM,88021,March,2026,Top of the Eighth
URBAN WELLNESS - APPALOOSA DR RETAILER,"$101,377.81","$96,220.57","$5,157.24",1500 Appaloosa Dr Bldg A Ste 140,Sunland Park,NM,88063,March,2026,Urban Wellness
VIREO HEALTH OF LC - APPALOOSA - RETAILER,"$11,585.95","$10,900.75",$685.20,"1580 Appaloosa Dr., Suite 320",Sunland Park,NM,88063,March,2026,Everest
VIREO OF SANTA FE - APPALOOSA - RETAIL,"$15,454.64","$14,656.98",$797.66,"1541 Appaloosa Dr., Unit 2",Sunland Park,NM,88063,March,2026,Everyday Weed
575 CANNABIS LLC- RETAIL 305 S COUNTY LINE,"$2,326.46","$1,135.51","$1,190.95",305 S County Line Dr,Chaparral,NM,88081,April,2026,Uforia
APOGEE THERAPEUTICS LLC - RETAIL,"$40,107.62","$36,749.13","$3,358.49",1769 Victory Ln,Sunland Park,NM,88063,April,2026,Apogee
AREA 54 DISPENSARY LLC- ANGELINA BLVD RETAIL,"$31,269.64","$26,755.78","$4,513.86",764 Angelina blvd,Chaparral,NM,88081,April,2026,Area 54
ASTRO BUDS LLC - APPALOOSA DRIVE CONSUMPTION / RETAIL,"$293,587.51","$280,435.57","$13,151.94",1650 Appaloosa Drive,Sunland Park,NM,88063,April,2026,Astro Buds Dispensary & Lounge
ASTRO BUDS LLC - MCCOMBS RD RETAIL,"$157,266.14","$147,904.54","$9,361.60",308 McCombs Rd Spc 2,Chaparral,NM,88081,April,2026,Astro Buds Dispensary
BESOS LLC/ RETAIL FUTURITY DR,"$47,952.72","$46,824.35","$1,128.37",1805 Futurity Dr,Sunland Park,NM,88603,April,2026,Besos
BLUE WHALE SUNLAND - APPALOOSA ST RETAIL,"$748,086.17","$700,529.11","$47,557.06",1500 Appaloosa St Suite B,Sunland Park,NM,88063,April,2026,Cookies
"CHADCOR HOLDINGS NM, LLC","$1,009,100.94","$972,335.64","$36,765.30",1615 Appaloosa Dr,Sunland Park,NM,88063,April,2026,Dark Matter
CHADCOR HOLDINGS NM- RETAIL,"$307,492.77","$294,210.73","$13,282.04",1621 Appaloosa Dr,Sunland Park,NM,88063,April,2026,Cardiel
DIABLO BUDS GROW 1 LLC - APPALOOSA STE 6,"$10,877.89","$10,776.89",$101.00,1925 Appaloosa Ste 6,Sunland Park,NM,88063,April,2026,Black Sheep
DISPENSARY NEAR ME SUNLAND PARK LLC- MCNUTT RETAIL/CONSUMPTION,"$66,145.04","$61,671.53","$4,473.51",1290 McNutt Rd,Sunland Park,NM,88063,April,2026,Dispensary Near Me
ELEVATED SOCIETY LLC/ RETAIL APPALOOSA DR,"$3,873.84","$3,816.10",$57.74,1920 Appaloosa Dr,Sunland Park,NM,88063,April,2026,Hii Experience
FIELDS OF DREAMS - SUNLAND PARK RETAIL,"$1,181,559.30","$1,170,217.42","$11,341.88",159 Sunland Park Dr,Sunland Park,NM,88063,April,2026,Field of Dreams
FRESHIES LLC/ RETAIL MCNUTT RD,"$49,253.79","$44,176.04","$5,077.75",5325 McNutt Rd,Santa Teresa,NM,88008,April,2026,Public Affair
GANJIKA GARDENS LLC/ RETAIL RILEY WAY,"$18,020.33","$17,043.90",$976.43,1245 Riley Way,Chaparral,NM,88081,April,2026,Ganjika Gardens
GARDEN OF DREAMS CANNABIS LLC,"$32,358.07","$29,628.47","$2,729.60",5300 Mcnutt Rd,Santa Teresa,NM,88008,April,2026,Garden of Dreams
GARDEN OF DREAMS CANNABIS LLC- MCNUTT MANUFACTURER,$28.06,,$28.06,5300 McNutt Suite 12,Santa Teresa,NM,88008,April,2026,Garden of Dreams
"GREEN THERAPY DISPENSARY, LLC","$525,637.00","$495,656.00","$29,981.00","460 County Line Drive, Space F",Chaparral,NM,88081,April,2026,Green Therapy
GROTH INDUSTRIES LLC - SCHNEBERGER DR RETIAL,"$35,087.77","$32,203.30","$2,884.47",140 Schneberger Dr,Chaparral,NM,88081,April,2026,Groth
HEAVENLY SCENT - ANTHONY DR - RETAIL,"$8,150.27","$7,127.33","$1,022.94",138 Anthony Dr.,Anthony,NM,88021,April,2026,Calidad Cannabis
HI LIFE DISPENSARY LLC - MCNUTT RD - RETAIL,"$83,591.50","$67,037.07","$16,554.43",5620 McNutt Rd,Santa Teresa,NM,88008,April,2026,Hi Life
HOUSE OF FLOWERS ON THE BORDER LLC - RETAIL,"$92,675.79","$85,550.18","$7,125.61",1042 State Line,Chapparal,NM,88081,April,2026,House of Flowers
J AND J LOAN COMPANY- MCNUTT RETAIL,"$38,838.52","$38,545.24",$293.28,1144 McNutt,Sunland Park,NM,88063,April,2026,Empire Garden
LEAFORO LLC- 5305 MCNUTT RETAIL,"$2,181.46","$2,181.46",,5305 McNutt Road,Santa Teresa,NM,88008,April,2026,St. Canapa
MCMC - MILLER - RETAILER,"$29,690.65","$26,848.17","$2,842.48",103 Miller Street,Anthony,NM,88021,April,2026,Milla Cero
NEBRO 2 LLC-  FUTURITY DRIVE RETAIL,"$72,723.20","$71,186.70","$1,536.50",1999 Futurity Drive,Sunland Park,NM,88063,April,2026,Elevation 3789
NEWBERRY FARMS LLC - MCNUTT RD. RETAIL,"$11,012.62","$10,636.75",$375.87,1845 McNutt Rd,Sunland Park,NM,88063,April,2026,Sun City Grow Stand
NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  SUNLAND PARK RETAIL,"$28,454.16","$23,962.21","$4,491.95",1155 McNutt Road,Sunland Park,NM,88063,April,2026,Ultra Health
NUVES LLC - RANCH ROAD RETAIL,"$20,815.18","$20,667.68",$147.50,101 Maguey Suite 4,Sunland Park,NM,88063,April,2026,Greens
OBI WAN CANNABIS LLC,"$19,496.98","$17,701.02","$1,795.96",2167 McNutt Rd suite A,Sunland Park,NM,88063,April,2026,Obi Wan Cannabis
OLD GODS CANNABIS INC/ RETAIL APPALOOSA UNIT7,"$137,577.37","$133,630.37","$3,947.00",1541 Appaloosa Unit 7,Sunland Park,NM,88063,April,2026,Old Gods
PECOS VALLEY PRODUCTION INC - APPALOOSA DR RETAIL,"$26,698.22","$25,105.62","$1,592.60",1925 Appaloosa Dr,Sunland Park,NM,88063,April,2026,Pecos Valley Production
PROHIBITION 37 - MCNUTT RD RETAIL,"$116,116.90","$104,804.82","$11,312.08",871 McNutt Rd,Sunland Park,NM,88063,April,2026,Prohibition 37
"RMC NM, INC - ANTHONY RETAIL","$74,395.89","$62,523.76","$11,872.13",816 Anthony Dr,Anthony,NM,88021,April,2026,Rocky Mountain Cannabis
"ROUND HOUSE RESERVE, LLC - MCNUTT DR RETAIL","$9,488.56","$8,763.07",$725.49,1165 McNutt Dr Unit C5,Sunland Park,NM,88063,April,2026,Round House Reserve
R R HEMPIRE LLC - ANGELINA BLVD RETAIL,$682.74,$682.73,$0.01,101 Angelina Blvd,Chaparral,NM,88081,April,2026,Richy Rich
SCORE 420 - MCNUTT RETAIL,"$34,290.45","$30,735.33","$3,555.12",2355 McNutt Road,Sunland Park,NM,88063,April,2026,Score 420
STATELINE CANNABIS NM LLC - ARCH ANGEL WAY RETAILER/CONSUMPTION,"$231,206.60","$228,689.56","$2,517.04",100 Arch Angel Way,Chaparral,NM,88081,April,2026,High Valley Cannabis
STATELINE CANNABIS NM LLC- STEPHANIE RETAIL,"$34,552.25","$33,501.40","$1,050.85",101 Stephanie,Chaparral,NM,88081,April,2026,Stateline Cannabis
SUNLAND MCNUTT GROUP LLC- MCNUTT RD RETAIL,"$1,392,761.93","$1,336,690.03","$56,071.90",1051 McNutt Rd,Sunland Park,NM,88063,April,2026,Mango Cannabis
SUNSHINE ESSENTIALS/ RETAIL MCNUTT,"$4,586.25","$3,883.39",$702.86,267 Anapra Rd,Sunland Park,NM,88063,April,2026,Sunshine Essentials
TOKE IT UP DISPENSARY AND LOUNGE LLC- FUTURITY DRIVE RETAIL,"$20,803.73","$19,599.22","$1,204.51",1999 Futurity Drive,Sunland Park,NM,88063,April,2026,Toke It Up
TOP OF THE 8TH LLC - ANTHONY DRIVE RETAIL,"$76,373.75","$64,237.26","$12,136.49",401 Anthony Dr Ste B,Anthony,NM,88021,April,2026,Top of the Eighth
URBAN WELLNESS - APPALOOSA DR RETAILER,"$108,952.48","$102,279.52","$6,672.96",1500 Appaloosa Dr Bldg A Ste 140,Sunland Park,NM,88063,April,2026,Urban Wellness
VIREO HEALTH OF LC - APPALOOSA - RETAILER,"$69,125.07","$63,254.48","$5,870.59","1580 Appaloosa Dr., Suite 320",Sunland Park,NM,88063,April,2026,Everest
VIREO OF SANTA FE - APPALOOSA - RETAIL,"$89,355.87","$83,423.18","$5,932.69","1541 Appaloosa Dr., Unit 2",Sunland Park,NM,88063,April,2026,Everyday Weed
575 CANNABIS LLC- RETAIL 305 S COUNTY LINE,"$1,256.00",$416.00,$840.00,305 S County Line Dr,Chaparral,NM,88081,May,2026,Uforia
APOGEE THERAPEUTICS LLC - RETAIL,"$40,604.64","$37,238.53","$3,366.11",1769 Victory Ln,Sunland Park,NM,88063,May,2026,Apogee
AREA 54 DISPENSARY LLC- ANGELINA BLVD RETAIL,"$34,476.84","$28,887.36","$5,589.48",764 Angelina blvd,Chaparral,NM,88081,May,2026,Area 54
ASTRO BUDS LLC - APPALOOSA DRIVE CONSUMPTION / RETAIL,"$265,906.54","$256,712.60","$9,193.94",1650 Appaloosa Drive,Sunland Park,NM,88063,May,2026,Astro Buds Dispensary & Lounge
ASTRO BUDS LLC - MCCOMBS RD RETAIL,"$166,492.72","$159,557.85","$6,934.87",308 McCombs Rd Spc 2,Chaparral,NM,88081,May,2026,Astro Buds Dispensary
BESOS LLC/ RETAIL FUTURITY DR,"$31,425.38","$30,695.51",$729.87,1805 Futurity Dr,Sunland Park,NM,88063,May,2026,Besos
BLUE WHALE SUNLAND - APPALOOSA ST RETAIL,"$792,471.28","$736,024.68","$56,446.60",1500 Appaloosa St Suite B,Sunland Park,NM,88063,May,2026,Cookies
"CHADCOR HOLDINGS NM, LLC","$939,909.25","$907,075.90","$32,833.35",1615 Appaloosa Dr,Sunland Park,NM,88063,May,2026,Dark Matter
CHADCOR HOLDINGS NM- RETAIL,"$291,296.87","$280,219.15","$11,077.72",1621 Appaloosa Dr,Sunland Park,NM,88063,May,2026,Cardiel
COUTH FARMS LLC - ANTHONY DR RETAIL,$17.26,$17.26,,132 Anthony Dr,Anthony,NM,88021,May,2026,Couth 
DIABLO BUDS GROW 1 LLC - APPALOOSA STE 6,"$10,707.23","$10,637.07",$70.16,1925 Appaloosa Ste 6,Sunland Park,NM,88063,May,2026,Black Sheep
DISPENSARY NEAR ME SUNLAND PARK LLC- MCNUTT RETAIL/CONSUMPTION,"$71,853.53","$68,362.89","$3,490.64",1290 McNutt Rd,Sunland Park,NM,88063,May,2026,Dispensary Near Me
ELEVATED SOCIETY LLC/ RETAIL APPALOOSA DR,"$11,623.47","$11,283.29",$340.18,1920 Appaloosa Dr,Sunland Park,NM,88063,May,2026,Hii Experience
FIELDS OF DREAMS - SUNLAND PARK RETAIL,"$1,241,104.47","$1,227,033.25","$14,071.22",159 Sunland Park Dr,Sunland Park,NM,88063,May,2026,Field of Dreams
FRESHIES LLC/ RETAIL MCNUTT RD,"$51,098.92","$46,783.49","$4,315.43",5325 McNutt Rd,Santa Teresa,NM,88008,May,2026,Public Affair
GANJIKA GARDENS LLC/ RETAIL RILEY WAY,"$17,233.07","$16,527.75",$705.32,1245 Riley Way,Chaparral,NM,88081,May,2026,Ganjika Gardens
GARDEN OF DREAMS CANNABIS LLC,"$34,797.01","$32,459.06","$2,337.95",5300 Mcnutt Rd,Santa Teresa,NM,88008,May,2026,Garden of Dreams
GARDEN OF DREAMS CANNABIS LLC- MCNUTT MANUFACTURER,$16.55,,$16.55,5300 McNutt Suite 12,Santa Teresa,NM,88008,May,2026,Garden of Dreams
"GREEN THERAPY DISPENSARY, LLC","$519,514.00","$491,204.00","$28,310.00","460 County Line Drive, Space F",Chaparral,NM,88081,May,2026,Green Therapy
GROTH INDUSTRIES LLC - SCHNEBERGER DR RETIAL,"$31,983.81","$29,909.31","$2,074.50",140 Schneberger Dr,Chaparral,NM,88081,May,2026,Groth
HEAVENLY SCENT - ANTHONY DR - RETAIL,"$22,629.91","$19,911.77","$2,718.14",138 Anthony Dr.,Anthony,NM,88021,May,2026,Calidad Cannabis
HI LIFE DISPENSARY LLC - MCNUTT RD - RETAIL,"$87,101.81","$68,729.94","$18,371.87",5620 McNutt Rd,Santa Teresa,NM,88008,May,2026,Hi Life
HOUSE OF FLOWERS ON THE BORDER LLC - RETAIL,"$101,777.68","$94,693.02","$7,084.66",1042 State Line,Chaparral,NM,88081,May,2026,House of Flowers
J AND J LOAN COMPANY- MCNUTT RETAIL,"$40,356.67","$40,133.56",$223.11,1144 McNutt,Sunland Park,NM,88063,May,2026,Empire Garden
LEAFORO LLC- 5305 MCNUTT RETAIL,"$3,358.09","$3,358.09",,5305 McNutt Road,Santa Teresa,NM,88008,May,2026,St. Canapa
MCMC - MILLER - RETAILER,"$27,567.90","$25,283.44","$2,284.46",103 Miller Street,Anthony,NM,88021,May,2026,Milla Cero
NEBRO 2 LLC-  FUTURITY DRIVE RETAIL,"$66,510.23","$65,475.22","$1,035.01",1999 Futurity Drive,Sunland Park,NM,88063,May,2026,Elevation 3789
NEWBERRY FARMS LLC - MCNUTT RD. RETAIL,"$9,540.71","$9,074.23",$466.48,1845 McNutt Rd,Sunland Park,NM,88063,May,2026,Sun City Grow Stand
NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  SUNLAND PARK RETAIL,"$26,916.44","$23,104.24","$3,812.20",1155 McNutt Road,Sunland Park,NM,88063,May,2026,Ultra Health
NUVES LLC - RANCH ROAD RETAIL,"$19,649.49","$19,624.49",$25.00,101 Maguey Suite 4,Sunland Park,NM,88063,May,2026,Greens
OBI WAN CANNABIS LLC,"$21,853.97","$19,600.92","$2,253.05",2167 McNutt Rd suite A,Sunland Park,NM,88063,May,2026,Obi Wan Cannabis
OLD GODS CANNABIS INC/ RETAIL APPALOOSA UNIT7,"$130,850.84","$128,540.86","$2,309.98",1541 Appaloosa Unit 7,Sunland Park,NM,88063,May,2026,Old Gods
PECOS VALLEY PRODUCTION INC - APPALOOSA DR RETAIL,"$22,074.59","$20,209.73","$1,864.86",1925 Appaloosa Dr,Sunland Park,NM,88063,May,2026,Pecos Valley Production
PROHIBITION 37 - MCNUTT RD RETAIL,"$112,274.18","$99,514.13","$12,760.05",871 McNutt Rd,Sunland Park,NM,88063,May,2026,Prohibition 37
"RMC NM, INC - ANTHONY RETAIL","$62,334.36","$54,282.61","$8,051.75",816 Anthony Dr,Anthony,NM,88021,May,2026,Rocky Mountain Cannabis
"ROUND HOUSE RESERVE, LLC - MCNUTT DR RETAIL","$8,073.99","$7,256.10",$817.89,1165 McNutt Dr Unit C5,Sunland Park,NM,88063,May,2026,Round House Reserve
R R HEMPIRE LLC - MCCOMBS RETAIL,"$2,458.05","$2,349.77",$108.28,100 Mccombs,Chaparral,NM,88081,May,2026,Richy Rich
SCORE 420 - MCNUTT RETAIL,"$31,587.35","$29,988.09","$1,599.26",2355 McNutt Road,Sunland Park,NM,88063,May,2026,Score 420
STATELINE CANNABIS NM LLC - ARCH ANGEL WAY RETAILER/CONSUMPTION,"$233,732.41","$230,975.12","$2,757.29",100 Arch Angel Way,Chaparral,NM,88081,May,2026,High Valley Cannabis
STATELINE CANNABIS NM LLC- STEPHANIE RETAIL,"$45,122.29","$43,254.49","$1,867.80",101 Stephanie,Chaparral,NM,88081,May,2026,Stateline Cannabis
SUNLAND MCNUTT GROUP LLC- MCNUTT RD RETAIL,"$1,317,467.37","$1,268,506.52","$48,960.86",1051 McNutt Rd,Sunland Park,NM,88063,May,2026,Mango Cannabis
SUNSHINE ESSENTIALS/ RETAIL MCNUTT,"$3,577.69","$3,168.44",$409.25,267 Anapra Rd,Sunland Park,NM,88063,May,2026,Sunshine Essentials
TOKE IT UP DISPENSARY AND LOUNGE LLC- FUTURITY DRIVE RETAIL,"$16,712.80","$16,378.18",$334.62,1999 Futurity Drive,Sunland Park,NM,88063,May,2026,Toke It Up
TOP OF THE 8TH LLC - ANTHONY DRIVE RETAIL,"$71,664.50","$60,321.09","$11,343.41",401 Anthony Dr Ste B,Anthony,NM,88021,May,2026,Top of the Eighth
URBAN WELLNESS - APPALOOSA DR RETAILER,"$110,312.83","$102,763.77","$7,549.06",1500 Appaloosa Dr Bldg A Ste 140,Sunland Park,NM,88063,May,2026,Urban Wellness
VIREO HEALTH OF LC - APPALOOSA - RETAILER,"$69,392.64","$65,653.90","$3,738.74","1580 Appaloosa Dr., Suite 320",Sunland Park,NM,88063,May,2026,Everest
VIREO OF SANTA FE - APPALOOSA - RETAIL,"$82,127.83","$78,015.99","$4,111.84","1541 Appaloosa Dr., Unit 2",Sunland Park,NM,88063,May,2026,Everyday Weed
